N,N_pos,N_neg,ratio,disc_pos,disc_neg,a,b,mcnemar_reject_rate,stratified_reject_rate,mcnemar_se,stratified_se,mcnemar_var_mean,stratified_var_mean,var_ratio_mean,var_ratio_std,power_diff,n_sim,part,part_name,effect_type,ab_squared,delta_acc_true,expected_disc_count
5000,2500,2500,1.0,0.5,0.5,0.15,-0.15,0.04512,0.0505,0.0009282692023330301,0.000979282900902492,0.0001000043976,9.546631970912001e-05,1.0475645453366942,0.006339498197356638,0.005380000000000003,50000,2,Disc_x_Hetero,disc_0.5_ab_0.09,0.09,0.0,
5000,2500,2500,1.0,0.2,0.2,0.2,-0.2,0.02874,0.05118,0.0007471815361744427,0.0009855009649919172,3.9998450399999996e-05,3.19862628976e-05,1.2503019369756552,0.008827015400272718,0.02244,50000,2,Disc_x_Hetero,disc_0.2_ab_0.16,0.16,0.0,
5000,2500,2500,1.0,0.3,0.3,0.2,-0.2,0.03466,0.05054,0.0008180303710743263,0.0009796500232225793,5.9989808e-05,5.197374996352e-05,1.1542536092993967,0.010902007482095358,0.01588,50000,2,Disc_x_Hetero,disc_0.3_ab_0.16,0.16,0.0,
5000,2500,2500,1.0,0.4,0.4,0.2,-0.2,0.03996,0.052,0.0008759360524604521,0.000992935043192655,8.0003516e-05,7.197174765024e-05,1.1116459895026203,0.009823668481292895,0.012039999999999995,50000,2,Disc_x_Hetero,disc_0.4_ab_0.16,0.16,0.0,
5000,2500,2500,1.0,0.5,0.5,0.2,-0.2,0.04194,0.05078,0.0008964489544865341,0.0009818491900490626,9.999861040000001e-05,9.196632414048001e-05,1.0873921907116955,0.0087979297321878,0.00884,50000,2,Disc_x_Hetero,disc_0.5_ab_0.16,0.16,0.0,
5000,2500,2500,1.0,0.3,0.3,0.25,-0.25,0.02852,0.0512,0.0007444005588391239,0.000985683113378737,6.00036944e-05,4.748410587328e-05,1.2636454620542816,0.013464854309023305,0.022680000000000002,50000,2,Disc_x_Hetero,disc_0.3_ab_0.25,0.25,0.0,
5000,2500,2500,1.0,0.4,0.4,0.25,-0.25,0.03302,0.05054,0.0007991205115625552,0.0009796500232225793,7.99994072e-05,6.747057956768001e-05,1.185767080499548,0.012895426113239199,0.01752,50000,2,Disc_x_Hetero,disc_0.4_ab_0.25,0.25,0.0,
5000,2500,2500,1.0,0.5,0.5,0.25,-0.25,0.03612,0.04982,0.0008344500656120772,0.0009730155969972938,9.99980944e-05,8.746442255616e-05,1.1433865625805228,0.01160129477425476,0.013700000000000004,50000,2,Disc_x_Hetero,disc_0.5_ab_0.25,0.25,0.0,
50,25,25,1.0,0.5,0.5,0.05,0.05,0.08382,0.09476,0.0012393079326785577,0.0013098132874574148,0.009990935999999999,0.009542136960000001,1.0492223147138948,0.05188024250157047,0.010939999999999991,50000,3,Power_Hetero,ab_0.0_dAcc_0.05,0.0,0.05,
50,25,25,1.0,0.5,0.5,0.1,0.1,0.17762,0.19548,0.0017092169879801688,0.0017735138544708354,0.009995432,0.009398971519999999,1.0667216944509323,0.06654322048657763,0.017859999999999987,50000,3,Power_Hetero,ab_0.0_dAcc_0.1,0.0,0.1,
50,25,25,1.0,0.5,0.5,0.15,0.15,0.33756,0.36066,0.002114773020444511,0.002147483943595388,0.009992639999999999,0.00915794944,1.0963421134354197,0.08767060651311771,0.023099999999999954,50000,3,Power_Hetero,ab_0.0_dAcc_0.15,0.0,0.15,
50,25,25,1.0,0.5,0.5,0.2,0.2,0.54336,0.56822,0.0022276440936558964,0.0022151570219738374,0.010001544,0.0088323712,1.1401189514012555,0.11203697764490846,0.024859999999999993,50000,3,Power_Hetero,ab_0.0_dAcc_0.2,0.0,0.2,
50,25,25,1.0,0.5,0.5,0.1,0.0,0.08012,0.09178,0.0012140904875667217,0.0012911733547436612,0.009998983999999999,0.00950989568,1.0539047579724783,0.05566188623802518,0.011660000000000004,50000,3,Power_Hetero,ab_0.01_dAcc_0.05,0.01,0.05,
50,25,25,1.0,0.5,0.5,0.15,0.05,0.179,0.19652,0.0017144036864169417,0.0017770756292290995,0.00999824,0.0093571168,1.0720506576176674,0.07080020317826007,0.017520000000000008,50000,3,Power_Hetero,ab_0.01_dAcc_0.1,0.01,0.1,
50,25,25,1.0,0.5,0.5,0.2,0.1,0.33548,0.35998,0.002111554733365915,0.0021465991689181285,0.009998024,0.009119659519999998,1.1016933926381012,0.08975056257609777,0.024500000000000022,50000,3,Power_Hetero,ab_0.01_dAcc_0.15,0.01,0.15,
50,25,25,1.0,0.5,0.5,0.25,0.15,0.54474,0.57056,0.00222709825737438,0.0022136905221823576,0.009996592,0.008780237440000001,1.1465302321567232,0.11445524242753692,0.025819999999999954,50000,3,Power_Hetero,ab_0.01_dAcc_0.2,0.01,0.2,
50,25,25,1.0,0.5,0.5,0.15,-0.05,0.07914,0.09344,0.0012072850566456955,0.0013016064412870736,0.010008376,0.0093722944,1.0714299283607396,0.07003875524038115,0.014299999999999993,50000,3,Power_Hetero,ab_0.04_dAcc_0.05,0.04,0.05,
50,25,25,1.0,0.5,0.5,0.2,0.0,0.17122,0.19392,0.001684658491208233,0.0017681348002909734,0.009992095999999999,0.0092138208,1.08902182537716,0.08139950941782999,0.022699999999999998,50000,3,Power_Hetero,ab_0.04_dAcc_0.1,0.04,0.1,
50,25,25,1.0,0.5,0.5,0.25,0.05,0.33316,0.36288,0.0021079108823667094,0.002150339999162923,0.009994896,0.00897409024,1.1198837966221502,0.09832182955024613,0.02971999999999997,50000,3,Power_Hetero,ab_0.04_dAcc_0.15,0.04,0.15,
50,25,25,1.0,0.5,0.5,0.3,0.1,0.5431,0.57594,0.002227745003361022,0.0022101272198676706,0.009998815999999999,0.00863928192,1.1659363051953329,0.1207101844555242,0.03283999999999998,50000,3,Power_Hetero,ab_0.04_dAcc_0.2,0.04,0.2,
50,25,25,1.0,0.5,0.5,0.2,-0.1,0.078,0.09648,0.0011992997957141493,0.0013203909239312423,0.01000092,0.009118676479999999,1.1021680404426375,0.09021339216249734,0.018479999999999996,50000,3,Power_Hetero,ab_0.09_dAcc_0.05,0.09,0.05,
50,25,25,1.0,0.5,0.5,0.25,-0.05,0.1701,0.1982,0.001680273727700341,0.001782788602162354,0.00999636,0.008976307199999999,1.1196821657805176,0.09854934090787278,0.028099999999999986,50000,3,Power_Hetero,ab_0.09_dAcc_0.1,0.09,0.1,
50,25,25,1.0,0.5,0.5,0.3,0.0,0.33082,0.36966,0.0021041774050683084,0.0021587565142924293,0.00999808,0.008736058880000001,1.152053217363594,0.11267786669785124,0.038839999999999986,50000,3,Power_Hetero,ab_0.09_dAcc_0.15,0.09,0.15,
50,25,25,1.0,0.5,0.5,0.35,0.05,0.54092,0.58586,0.0022285670445378125,0.0022028529701276023,0.009997456,0.008398291200000001,1.2000110165352948,0.13191501936552802,0.04494000000000009,50000,3,Power_Hetero,ab_0.09_dAcc_0.2,0.09,0.2,
50,25,25,1.0,0.5,0.5,0.25,-0.15,0.07202,0.09392,0.0011561411643912693,0.001304599812969479,0.010001264000000001,0.00878277696,1.1465818418879132,0.11375712620899352,0.021900000000000003,50000,3,Power_Hetero,ab_0.16_dAcc_0.05,0.16,0.05,
50,25,25,1.0,0.5,0.5,0.3,-0.1,0.16614,0.20456,0.0016645570005259659,0.0018039689930816438,0.009992824,0.00863175744,1.166119476109123,0.12023988288452984,0.03841999999999998,50000,3,Power_Hetero,ab_0.16_dAcc_0.1,0.16,0.1,
50,25,25,1.0,0.5,0.5,0.35,-0.05,0.32828,0.38324,0.0021000582925242814,0.0021742451674086802,0.010004359999999999,0.008399108479999999,1.2005411301614302,0.13206754483840857,0.05496000000000001,50000,3,Power_Hetero,ab_0.16_dAcc_0.15,0.16,0.15,
50,25,25,1.0,0.5,0.5,0.4,0.0,0.54176,0.60166,0.0022282553821319495,0.0021893617535711177,0.009996696000000001,0.00806738688,1.249525654153805,0.1443679886101118,0.05989999999999995,50000,3,Power_Hetero,ab_0.16_dAcc_0.2,0.16,0.2,
50,25,25,1.0,0.5,0.5,0.3,-0.2,0.06588,0.09736,0.001109412687866873,0.001325752845744636,0.009997432,0.0083403424,1.2103099949152414,0.1447236423865225,0.03148000000000001,50000,3,Power_Hetero,ab_0.25_dAcc_0.05,0.25,0.05,
50,25,25,1.0,0.5,0.5,0.35,-0.15,0.15626,0.20592,0.0016238399699477779,0.0018084078831944964,0.009998792000000001,0.00820321984,1.2305798961862506,0.14866114173511527,0.04965999999999998,50000,3,Power_Hetero,ab_0.25_dAcc_0.1,0.25,0.1,
50,25,25,1.0,0.5,0.5,0.4,-0.1,0.31604,0.39066,0.002079224463111186,0.002181947590571323,0.010002344,0.007966866559999999,1.267170798095242,0.15474698584426505,0.07462000000000002,50000,3,Power_Hetero,ab_0.25_dAcc_0.15,0.25,0.15,
50,25,25,1.0,0.5,0.5,0.45,-0.05,0.54172,0.62344,0.002228270367796511,0.0021668528625635843,0.009991495999999999,0.00762406784,1.3218079239558687,0.1619422094241699,0.08172000000000001,50000,3,Power_Hetero,ab_0.25_dAcc_0.2,0.25,0.2,
100,50,50,1.0,0.5,0.5,0.05,0.05,0.10678,0.1161,0.0013811446817766776,0.0014326254918854405,0.004997712,0.004873446720000001,1.0260639853260343,0.026100193721358925,0.009319999999999995,50000,3,Power_Hetero,ab_0.0_dAcc_0.05,0.0,0.05,
100,50,50,1.0,0.5,0.5,0.1,0.1,0.29156,0.3079,0.002032499773185719,0.002064449515003939,0.005001167999999999,0.0048026836000000005,1.0424313278156336,0.03803383338236076,0.01634000000000002,50000,3,Power_Hetero,ab_0.0_dAcc_0.1,0.0,0.1,
100,50,50,1.0,0.5,0.5,0.15,0.15,0.56766,0.5865,0.002215500505077803,0.0022023521516778373,0.004998132,0.00467816,1.0702953039195762,0.05260541868964472,0.018839999999999968,50000,3,Power_Hetero,ab_0.0_dAcc_0.15,0.0,0.15,
100,50,50,1.0,0.5,0.5,0.2,0.2,0.82556,0.8367,0.0016971192438953724,0.0016530765862475944,0.00499948,0.00450802768,1.1121975978705423,0.0702222862535056,0.011140000000000039,50000,3,Power_Hetero,ab_0.0_dAcc_0.2,0.0,0.2,
100,50,50,1.0,0.5,0.5,0.1,0.0,0.10748,0.11724,0.0013851212914398508,0.0014387131917098697,0.005002414,0.00485357876,1.0314068575814113,0.030450830488609606,0.009759999999999991,50000,3,Power_Hetero,ab_0.01_dAcc_0.05,0.01,0.05,
100,50,50,1.0,0.5,0.5,0.15,0.05,0.29364,0.31156,0.0020367402897767794,0.002071185005739468,0.005001038,0.004778036040000001,1.0478802005067602,0.040631335709593,0.01791999999999999,50000,3,Power_Hetero,ab_0.01_dAcc_0.1,0.01,0.1,
100,50,50,1.0,0.5,0.5,0.2,0.1,0.56926,0.5894,0.0022145114693764853,0.0022000347269986445,0.004997041999999999,0.0046518758,1.0763095196611367,0.05527790114171689,0.020140000000000047,50000,3,Power_Hetero,ab_0.01_dAcc_0.15,0.01,0.15,
100,50,50,1.0,0.5,0.5,0.25,0.15,0.82516,0.83866,0.0016986522563491328,0.001645049570073802,0.0049968799999999996,0.004480740800000001,1.1185745295871035,0.07240532620246666,0.013499999999999956,50000,3,Power_Hetero,ab_0.01_dAcc_0.2,0.01,0.2,
100,50,50,1.0,0.5,0.5,0.15,-0.05,0.10702,0.11986,0.0013825101779010526,0.0014525397096120986,0.005001694000000001,0.004777933880000001,1.0480920105742657,0.04121466996502078,0.01283999999999999,50000,3,Power_Hetero,ab_0.04_dAcc_0.05,0.04,0.05,
100,50,50,1.0,0.5,0.5,0.2,0.0,0.2884,0.31132,0.0020259587360062395,0.002070747969213057,0.004998814,0.004703414359999999,1.0644768574768988,0.04861487464509674,0.022919999999999996,50000,3,Power_Hetero,ab_0.04_dAcc_0.1,0.04,0.1,
100,50,50,1.0,0.5,0.5,0.25,0.05,0.57118,0.59848,0.0022132935078746333,0.002192266815878031,0.005002779999999999,0.00458254736,1.0942065669128682,0.06143966116601908,0.02729999999999999,50000,3,Power_Hetero,ab_0.04_dAcc_0.15,0.04,0.15,
100,50,50,1.0,0.5,0.5,0.3,0.1,0.82802,0.8452,0.0016876189119585025,0.0016176338275394715,0.005002029999999999,0.00441130092,1.1374470230171212,0.07560112114333681,0.017179999999999973,50000,3,Power_Hetero,ab_0.04_dAcc_0.2,0.04,0.2,
100,50,50,1.0,0.5,0.5,0.2,-0.1,0.10436,0.12112,0.0013672526496591622,0.001459108944527447,0.00500091,0.00465671036,1.0759636230743683,0.054837337441875196,0.01676000000000001,50000,3,Power_Hetero,ab_0.09_dAcc_0.05,0.09,0.05,
100,50,50,1.0,0.5,0.5,0.25,-0.05,0.28466,0.31804,0.0020180618642648197,0.0020827412628552783,0.005002672,0.004583683759999999,1.0939001308092193,0.06123219561192287,0.033379999999999965,50000,3,Power_Hetero,ab_0.09_dAcc_0.1,0.09,0.1,
100,50,50,1.0,0.5,0.5,0.3,0.0,0.56764,0.60556,0.0022155127189885417,0.0021856673415687027,0.005001848,0.00446371608,1.1236259389400833,0.07048298291439065,0.037919999999999954,50000,3,Power_Hetero,ab_0.09_dAcc_0.15,0.09,0.15,
100,50,50,1.0,0.5,0.5,0.35,0.05,0.82892,0.8545,0.0016841118347663258,0.0015768940991708986,0.005004000000000001,0.004291646640000001,1.169974942811953,0.08342146701387673,0.025580000000000047,50000,3,Power_Hetero,ab_0.09_dAcc_0.2,0.09,0.2,
100,50,50,1.0,0.5,0.5,0.25,-0.15,0.09424,0.1192,0.0013065896249396748,0.0014490780517280634,0.005002090000000001,0.004484005080000001,1.1188175996401364,0.0719928854821961,0.024959999999999996,50000,3,Power_Hetero,ab_0.16_dAcc_0.05,0.16,0.05,
100,50,50,1.0,0.5,0.5,0.3,-0.1,0.2808,0.32556,0.0020097331166102628,0.0020955700245995123,0.005003374,0.00441281444,1.1373737406990216,0.07621512472565095,0.04476000000000002,50000,3,Power_Hetero,ab_0.16_dAcc_0.1,0.16,0.1,
100,50,50,1.0,0.5,0.5,0.35,-0.05,0.57256,0.62308,0.0022123970999800196,0.0021672623911284947,0.004998946,0.0042865234000000006,1.1701278920841083,0.08332927625171356,0.05052000000000001,50000,3,Power_Hetero,ab_0.16_dAcc_0.15,0.16,0.15,
100,50,50,1.0,0.5,0.5,0.4,0.0,0.8366,0.87012,0.0016534838372357923,0.0015034040415004876,0.005002822,0.0041178490799999995,1.2193712170202708,0.09319566763405619,0.033519999999999994,50000,3,Power_Hetero,ab_0.16_dAcc_0.2,0.16,0.2,
100,50,50,1.0,0.5,0.5,0.3,-0.2,0.08954,0.12108,0.0012768914472264274,0.001458901186509902,0.0049990040000000005,0.00425941704,1.1786459197735286,0.09250991234055715,0.03154,50000,3,Power_Hetero,ab_0.25_dAcc_0.05,0.25,0.05,
100,50,50,1.0,0.5,0.5,0.35,-0.15,0.27864,0.34306,0.0020049925206843044,0.0021230630532322868,0.004996901999999999,0.00418641948,1.1986054556077201,0.09481157031928857,0.06441999999999998,50000,3,Power_Hetero,ab_0.25_dAcc_0.1,0.25,0.1,
100,50,50,1.0,0.5,0.5,0.4,-0.1,0.57366,0.6478,0.0022116699771891827,0.0021361421301027703,0.005001426,0.0040680766,1.2343509128328218,0.09837452797113781,0.0741400000000001,50000,3,Power_Hetero,ab_0.25_dAcc_0.15,0.25,0.15,
100,50,50,1.0,0.5,0.5,0.45,-0.05,0.84226,0.88866,0.0016300803194934904,0.0014067224630324206,0.004998729999999999,0.00389574412,1.2878537666415981,0.10398330426008685,0.0464,50000,3,Power_Hetero,ab_0.25_dAcc_0.2,0.25,0.2,
200,100,100,1.0,0.5,0.5,0.05,0.05,0.17284,0.17858,0.0016909543719450268,0.0017128291426759413,0.002499436,0.0024620835899999997,1.0153480670225437,0.014640003658902568,0.005739999999999995,50000,3,Power_Hetero,ab_0.0_dAcc_0.05,0.0,0.05,
200,100,100,1.0,0.5,0.5,0.1,0.1,0.51976,0.52812,0.0022343211156859257,0.002232528905076035,0.0025006220000000005,0.00242626486,1.0310707004196722,0.023531176361789558,0.008360000000000034,50000,3,Power_Hetero,ab_0.0_dAcc_0.1,0.0,0.1,
200,100,100,1.0,0.5,0.5,0.15,0.15,0.86142,0.86652,0.001545157491002131,0.0015209410876164799,0.00249873,0.00236272955,1.0583531282769774,0.034077322075773485,0.005099999999999993,50000,3,Power_Hetero,ab_0.0_dAcc_0.15,0.0,0.15,
200,100,100,1.0,0.5,0.5,0.2,0.2,0.98446,0.98546,0.0005531457023244418,0.0005353239841441816,0.0024999339999999997,0.0022770485699999993,1.099304964964732,0.046435929266032794,0.0010000000000000009,50000,3,Power_Hetero,ab_0.0_dAcc_0.2,0.0,0.2,
200,100,100,1.0,0.5,0.5,0.1,0.0,0.16942,0.1757,0.001677598662374288,0.0017019371903804206,0.0025008325,0.002450730835,1.0207069324908535,0.018181955101176196,0.006280000000000008,50000,3,Power_Hetero,ab_0.01_dAcc_0.05,0.01,0.05,
200,100,100,1.0,0.5,0.5,0.15,0.05,0.51848,0.52854,0.002234540174622063,0.0022324223095104563,0.0024994824999999997,0.002412618285,1.0364897041502472,0.02580814515869572,0.010059999999999958,50000,3,Power_Hetero,ab_0.01_dAcc_0.1,0.01,0.1,
200,100,100,1.0,0.5,0.5,0.2,0.1,0.86124,0.86686,0.001545999109960934,0.0015193007628511218,0.00250051,0.0023513498,1.0643319204855552,0.03592600243209466,0.005619999999999958,50000,3,Power_Hetero,ab_0.01_dAcc_0.15,0.01,0.15,
200,100,100,1.0,0.5,0.5,0.25,0.15,0.98524,0.9863,0.0005392984776540723,0.0005198520943499226,0.0024992375,0.002264613625,1.1050680949172662,0.04757747902836483,0.0010599999999999499,50000,3,Power_Hetero,ab_0.01_dAcc_0.2,0.01,0.2,
200,100,100,1.0,0.5,0.5,0.15,-0.05,0.1673,0.1776,0.0016691956745690422,0.0017091415389019133,0.0024997045,0.002412673635,1.0365586975745056,0.025823971526935396,0.010300000000000004,50000,3,Power_Hetero,ab_0.04_dAcc_0.05,0.04,0.05,
200,100,100,1.0,0.5,0.5,0.2,0.0,0.52138,0.53668,0.0022340228091942125,0.002230042948465343,0.0025021024999999997,0.0023776983450000005,1.053038048407683,0.03188825347470784,0.015300000000000091,50000,3,Power_Hetero,ab_0.04_dAcc_0.1,0.04,0.1,
200,100,100,1.0,0.5,0.5,0.25,0.05,0.86328,0.87268,0.0015364090705277677,0.0014907019661890837,0.002501095,0.00231503728,1.0814696793087206,0.04044084709906869,0.009399999999999964,50000,3,Power_Hetero,ab_0.04_dAcc_0.15,0.04,0.15,
200,100,100,1.0,0.5,0.5,0.3,0.1,0.9856,0.98712,0.0005327783779396452,0.0005042639308933369,0.002500899,0.00222845808,1.1238781628841044,0.050753569447878795,0.0015199999999999658,50000,3,Power_Hetero,ab_0.04_dAcc_0.2,0.04,0.2,
200,100,100,1.0,0.5,0.5,0.2,-0.1,0.16364,0.179,0.0016544603373910176,0.0017144036864169417,0.002499373,0.00235060781,1.0641836233839863,0.036111185835412465,0.015359999999999985,50000,3,Power_Hetero,ab_0.09_dAcc_0.05,0.09,0.05,
200,100,100,1.0,0.5,0.5,0.25,-0.05,0.5172,0.5423,0.0022347445491599257,0.0022280516600833114,0.002501498,0.0023158989999999997,1.0812219985900515,0.04037075539584035,0.02510000000000001,50000,3,Power_Hetero,ab_0.09_dAcc_0.1,0.09,0.1,
200,100,100,1.0,0.5,0.5,0.3,0.0,0.86414,0.87982,0.0015323319509819011,0.0014542129665217538,0.0025001204999999995,0.002251899765,1.1116563570786948,0.04745806517253858,0.015680000000000027,50000,3,Power_Hetero,ab_0.09_dAcc_0.15,0.09,0.15,
200,100,100,1.0,0.5,0.5,0.35,0.05,0.98602,0.98874,0.0005250630362156527,0.0004718731270161514,0.002499925,0.00216555065,1.1562358834244266,0.05604804795321891,0.0027199999999999447,50000,3,Power_Hetero,ab_0.09_dAcc_0.2,0.09,0.2,
200,100,100,1.0,0.5,0.5,0.25,-0.15,0.15648,0.1839,0.0016247708121455162,0.001732517186061945,0.0024995470000000004,0.0022640082600000003,1.1055308184675314,0.04780773054845344,0.02742,50000,3,Power_Hetero,ab_0.16_dAcc_0.05,0.16,0.05,
200,100,100,1.0,0.5,0.5,0.3,-0.1,0.52494,0.56676,0.0022332845604624593,0.0022160464904870565,0.002501587,0.00222822941,1.1243278771122056,0.05132099931784691,0.04182000000000008,50000,3,Power_Hetero,ab_0.16_dAcc_0.1,0.16,0.1,
200,100,100,1.0,0.5,0.5,0.35,-0.05,0.87356,0.89586,0.0014862901897005174,0.0013659784800647485,0.002498858,0.00216445513,1.1563740440656218,0.05650440432143868,0.022299999999999986,50000,3,Power_Hetero,ab_0.16_dAcc_0.15,0.16,0.15,
200,100,100,1.0,0.5,0.5,0.4,0.0,0.9885,0.99188,0.00047681757517943813,0.0004013493640209242,0.002498441,0.00207821197,1.2042585390586538,0.06287552175484641,0.0033799999999999386,50000,3,Power_Hetero,ab_0.16_dAcc_0.2,0.16,0.2,
200,100,100,1.0,0.5,0.5,0.3,-0.2,0.15326,0.19292,0.0016110330375259225,0.0017646635577355815,0.0024999849999999997,0.002152533,1.1637050379747027,0.06148311708269744,0.03966,50000,3,Power_Hetero,ab_0.25_dAcc_0.05,0.25,0.05,
200,100,100,1.0,0.5,0.5,0.35,-0.15,0.52198,0.5856,0.0022339063525582264,0.00220305533294105,0.0025001704999999996,0.002116135235,1.1837893718408186,0.06347713601643083,0.06362000000000001,50000,3,Power_Hetero,ab_0.25_dAcc_0.1,0.25,0.1,
200,100,100,1.0,0.5,0.5,0.4,-0.1,0.87698,0.90946,0.0014689185110141408,0.0012832966017254153,0.0024995714999999996,0.0020542393649999996,1.2191025194756537,0.06678458404033091,0.032480000000000064,50000,3,Power_Hetero,ab_0.25_dAcc_0.15,0.25,0.15,
200,100,100,1.0,0.5,0.5,0.45,-0.05,0.99014,0.99444,0.0004418773676032747,0.00033253831057488727,0.0025001235,0.0019669030749999996,1.2732441736932278,0.07030313055010956,0.0042999999999999705,50000,3,Power_Hetero,ab_0.25_dAcc_0.2,0.25,0.2,
500,250,250,1.0,0.5,0.5,0.05,0.05,0.35416,0.35796,0.0021388347032905556,0.0021439432753690103,0.0009997703199999999,0.0009907130211200003,1.0091884515688971,0.007728217842031672,0.0038000000000000256,50000,3,Power_Hetero,ab_0.0_dAcc_0.05,0.0,0.05,
500,250,250,1.0,0.5,0.5,0.1,0.1,0.88792,0.8895,0.0014108017125025044,0.0014020681153210784,0.0009996645599999999,0.00097578271136,1.0246152569194167,0.013811704337763374,0.0015799999999999148,50000,3,Power_Hetero,ab_0.0_dAcc_0.1,0.0,0.1,
500,250,250,1.0,0.5,0.5,0.15,0.15,0.99772,0.99778,0.00021329798873875717,0.00021047905358966243,0.0009998170400000001,0.0009510255087999999,1.0516053932383331,0.0206591306900868,5.999999999994898e-05,50000,3,Power_Hetero,ab_0.0_dAcc_0.15,0.0,0.15,
500,250,250,1.0,0.5,0.5,0.2,0.2,1.0,1.0,0.0,0.0,0.0009999031199999999,0.00091634914592,1.091724756043407,0.02848523375511224,0.0,50000,3,Power_Hetero,ab_0.0_dAcc_0.2,0.0,0.2,
500,250,250,1.0,0.5,0.5,0.1,0.0,0.35718,0.36214,0.0021429066596564583,0.0021493934977104587,0.00099981344,0.0009857919635199999,1.0143027422810573,0.009959820644394938,0.00496000000000002,50000,3,Power_Hetero,ab_0.01_dAcc_0.05,0.01,0.05,
500,250,250,1.0,0.5,0.5,0.15,0.05,0.8883,0.89094,0.0014087094093531143,0.0013940295290990076,0.00100003128,0.0009712031215999999,1.0298533229672284,0.015244317971549218,0.0026399999999999757,50000,3,Power_Hetero,ab_0.01_dAcc_0.1,0.01,0.1,
500,250,250,1.0,0.5,0.5,0.2,0.1,0.99788,0.99794,0.00020569421965626602,0.00020276865635496778,0.0009999435199999998,0.00094607283072,1.0572739482036673,0.021764747306986135,6.0000000000060005e-05,50000,3,Power_Hetero,ab_0.01_dAcc_0.15,0.01,0.15,
500,250,250,1.0,0.5,0.5,0.25,0.15,1.0,1.0,0.0,0.0,0.000999822,0.00091119954976,1.0978151885535454,0.029285054039116413,0.0,50000,3,Power_Hetero,ab_0.01_dAcc_0.2,0.01,0.2,
500,250,250,1.0,0.5,0.5,0.15,-0.05,0.35224,0.36292,0.002136197474017793,0.0021503910044454707,0.0009998929600000001,0.0009709311872,1.0299975126581196,0.015156669728258264,0.010680000000000023,50000,3,Power_Hetero,ab_0.04_dAcc_0.05,0.04,0.05,
500,250,250,1.0,0.5,0.5,0.2,0.0,0.89016,0.89626,0.0013983931807614056,0.0013636569392629515,0.00100004576,0.0009562100652800001,1.0461018859792837,0.019033650130317728,0.006099999999999994,50000,3,Power_Hetero,ab_0.04_dAcc_0.1,0.04,0.1,
500,250,250,1.0,0.5,0.5,0.25,0.05,0.99802,0.99828,0.0001988003822933941,0.00018531279502506323,0.00100001768,0.0009314223631999999,1.074045272364263,0.024491446277282947,0.00025999999999992696,50000,3,Power_Hetero,ab_0.04_dAcc_0.15,0.04,0.15,
500,250,250,1.0,0.5,0.5,0.3,0.1,1.0,1.0,0.0,0.0,0.00100007816,0.0008963689916800001,1.1163193523412527,0.03130917419479717,0.0,50000,3,Power_Hetero,ab_0.04_dAcc_0.2,0.04,0.2,
500,250,250,1.0,0.5,0.5,0.2,-0.1,0.34994,0.36992,0.0021329884969216316,0.002159070140592936,0.00100032872,0.0009464913104000001,1.0572175622128246,0.021726142824550876,0.019980000000000053,50000,3,Power_Hetero,ab_0.09_dAcc_0.05,0.09,0.05,
500,250,250,1.0,0.5,0.5,0.25,-0.05,0.89402,0.9038,0.0013765772016127533,0.0013186778226693583,0.00099988664,0.00093129910624,1.0740518605802967,0.024480012412001782,0.009780000000000011,50000,3,Power_Hetero,ab_0.09_dAcc_0.1,0.09,0.1,
500,250,250,1.0,0.5,0.5,0.3,0.0,0.99844,0.99868,0.00017649738808265722,0.0001623734953740904,0.00100046648,0.0009069219363200001,1.1036574858996595,0.0287251499284417,0.00024000000000001798,50000,3,Power_Hetero,ab_0.09_dAcc_0.15,0.09,0.15,
500,250,250,1.0,0.5,0.5,0.35,0.05,1.0,1.0,0.0,0.0,0.0009998756,0.0008714574704000001,1.1480431734917014,0.0344068519278537,0.0,50000,3,Power_Hetero,ab_0.09_dAcc_0.2,0.09,0.2,
500,250,250,1.0,0.5,0.5,0.25,-0.15,0.3466,0.38108,0.0021282313783985048,0.0021719025466166754,0.00099997064,0.0009114624675200001,1.0976635514743482,0.029057932471665226,0.034479999999999955,50000,3,Power_Hetero,ab_0.16_dAcc_0.05,0.16,0.05,
500,250,250,1.0,0.5,0.5,0.3,-0.1,0.89836,0.91536,0.0013513645725709992,0.0012447977377871477,0.0010004179999999999,0.00089668962272,1.1163139022359163,0.0313555331939859,0.016999999999999904,50000,3,Power_Hetero,ab_0.16_dAcc_0.1,0.16,0.1,
500,250,250,1.0,0.5,0.5,0.35,-0.05,0.99838,0.99886,0.00017985414090311932,0.00015091059604945106,0.0009996925599999999,0.00087132673312,1.1480236449819692,0.0345954973375725,0.00047999999999992493,50000,3,Power_Hetero,ab_0.16_dAcc_0.15,0.16,0.15,
500,250,250,1.0,0.5,0.5,0.4,0.0,1.0,1.0,0.0,0.0,0.0010002025599999999,0.0008369564089599999,1.1958423746257945,0.03879264831814071,0.0,50000,3,Power_Hetero,ab_0.16_dAcc_0.2,0.16,0.2,
500,250,250,1.0,0.5,0.5,0.3,-0.2,0.34492,0.399,0.002125794880038994,0.002189972602568352,0.00100008816,0.0008664226272000001,1.1551545105049403,0.03791285295009426,0.05408000000000002,50000,3,Power_Hetero,ab_0.25_dAcc_0.05,0.25,0.05,
