N,N_pos,N_neg,ratio,disc_pos,disc_neg,a,b,mcnemar_reject_rate,stratified_reject_rate,mcnemar_se,stratified_se,mcnemar_var_mean,stratified_var_mean,var_ratio_mean,var_ratio_std,power_diff,n_sim,part,part_name,effect_type,ab_squared,delta_acc_true,expected_disc_count
30,15,15,1.0,0.25,0.25,0.05,-0.05,0.04242,0.06946,0.0009013383781910099,0.0011369723690574014,0.008347858170026158,0.007714772362728995,1.08715102789286,0.08775587302251237,0.027039999999999995,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,3.75
30,15,15,1.0,0.3,0.3,0.05,-0.05,0.04258,0.07218,0.0009029611686002893,0.001157324912027733,0.010002044444444445,0.00925979851851852,1.0859966631967015,0.08955110656472318,0.029599999999999994,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,4.5
30,15,15,1.0,0.35,0.35,0.05,-0.05,0.0416,0.07046,0.000892966292756899,0.0011445120217804616,0.01165922222222222,0.010809828148148149,1.0844789671110626,0.09028055005460171,0.028859999999999997,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,5.25
30,15,15,1.0,0.4,0.4,0.05,-0.05,0.04316,0.0697,0.0009088147710067217,0.0011387880399793457,0.01333788888888889,0.012370844444444444,1.0843814643672303,0.09079692687468954,0.02654,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,6.0
30,15,15,1.0,0.45,0.45,0.05,-0.05,0.04518,0.06864,0.0009288570137540007,0.0011307391423312453,0.015013599999999998,0.013931842962962963,1.083861365100674,0.09164700204336722,0.02346000000000001,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,6.75
30,15,15,1.0,0.5,0.5,0.05,-0.05,0.04648,0.06732,0.0009414840370393966,0.0011206071354404271,0.01667195555555556,0.01548696888888889,1.082924972855096,0.09211839266919854,0.020840000000000004,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,7.5
40,20,20,1.0,0.25,0.25,0.05,-0.05,0.04188,0.07066,0.0008958355384779061,0.0011460119056973187,0.0062398747974959515,0.005870906168123362,1.065600690609096,0.06607977232252883,0.02878,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,5.0
40,20,20,1.0,0.3,0.3,0.05,-0.05,0.04154,0.06514,0.0008923500254944804,0.0011036011997093878,0.0075068374999999994,0.007071955624999998,1.0646694308374283,0.0662512491493487,0.023600000000000003,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,6.0
40,20,20,1.0,0.35,0.35,0.05,-0.05,0.04466,0.06454,0.0009237476322026487,0.0010988593030957147,0.0087610125,0.008262379375,1.0636440215613117,0.06680138817773829,0.019880000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,7.0
40,20,20,1.0,0.4,0.4,0.05,-0.05,0.04728,0.06434,0.0009491533237575477,0.0010972726589139092,0.009995037500000001,0.009434444375,1.0628382109821777,0.06598646550768253,0.017059999999999992,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,8.0
40,20,20,1.0,0.45,0.45,0.05,-0.05,0.0505,0.0654,0.000979282900902492,0.0011056476834869235,0.011261674999999999,0.0106390975,1.0620060482924127,0.06627341374494247,0.014899999999999997,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,9.0
40,20,20,1.0,0.5,0.5,0.05,-0.05,0.05102,0.06504,0.0009840422714497584,0.0011028127529186449,0.012477199999999997,0.011799305,1.060888622888005,0.06491449493483549,0.014019999999999998,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,10.0
50,25,25,1.0,0.25,0.25,0.05,-0.05,0.0417,0.06442,0.0008939922818458782,0.0010979076791789008,0.005003855999999999,0.00475470272,1.0542560732474526,0.054333510115911754,0.022720000000000004,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,6.25
50,25,25,1.0,0.3,0.3,0.05,-0.05,0.04592,0.06244,0.0009360700144754132,0.0010820466385512225,0.006000496,0.005712528639999999,1.052420435867812,0.05370715234105371,0.01652,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,7.5
50,25,25,1.0,0.35,0.35,0.05,-0.05,0.04924,0.06204,0.0009676303261059979,0.0010788052502653108,0.006996776,0.00666716288,1.0515576913338776,0.05305727681056339,0.012799999999999999,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,8.75
50,25,25,1.0,0.4,0.4,0.05,-0.05,0.05216,0.06096,0.0009943775379603061,0.0010699895177056643,0.008005872000000002,0.007635171839999999,1.0506122382032814,0.05193109675062223,0.008800000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,10.0
50,25,25,1.0,0.45,0.45,0.05,-0.05,0.05312,0.06138,0.001002978221099541,0.0010734290437658188,0.009001104,0.008592824959999999,1.0497076333154594,0.052059170606735615,0.008259999999999997,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,11.25
50,25,25,1.0,0.5,0.5,0.05,-0.05,0.05226,0.06126,0.0009952777742921822,0.0010724477833442521,0.009997823999999999,0.00955105216,1.0489679762320738,0.05180518694065124,0.009000000000000001,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,12.5
60,30,30,1.0,0.25,0.25,0.05,-0.05,0.04598,0.05814,0.000936651905459013,0.001046515555546118,0.004158533333333334,0.003980277407407407,1.0461338211692113,0.04569486522809827,0.012159999999999997,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,7.5
60,30,30,1.0,0.3,0.3,0.05,-0.05,0.0483,0.05532,0.0009588233413929805,0.0010223472756358282,0.004998677777777778,0.004790835555555556,1.0448498283983652,0.04509546131035581,0.0070199999999999985,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,9.0
60,30,30,1.0,0.35,0.35,0.05,-0.05,0.0534,0.05814,0.001005469442598829,0.001046515555546118,0.005839005555555557,0.005603990925925927,1.0434916934849894,0.04434827203127454,0.004739999999999994,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,10.5
60,30,30,1.0,0.4,0.4,0.05,-0.05,0.05284,0.05684,0.0010004792291697015,0.0010354633204512848,0.006669055555555556,0.006404878518518518,1.0427938585478125,0.0438221642026462,0.0040000000000000036,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,12.0
60,30,30,1.0,0.45,0.45,0.05,-0.05,0.05266,0.05768,0.0009988686039715132,0.0010426218643400877,0.007496672222222223,0.0072069198148148154,1.0417567461765707,0.04346286209353594,0.005020000000000004,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,13.5
60,30,30,1.0,0.5,0.5,0.05,-0.05,0.05312,0.05958,0.001002978221099541,0.0010585860720791673,0.008333950000000001,0.008017484629629628,1.0410530107644849,0.042936946607880014,0.0064600000000000005,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,15.0
75,38,37,1.0,0.25,0.25,0.05,-0.05,0.04976,0.05568,0.0009724602038129889,0.0010254729406473874,0.0033333653333333336,0.0032119799538485854,1.0386230522193252,0.03776054398170137,0.005920000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,9.375
75,38,37,1.0,0.3,0.3,0.05,-0.05,0.05044,0.05376,0.0009787318979168913,0.0010086611165302248,0.003999779555555555,0.0038597017758811446,1.0372325342268445,0.03693573013378321,0.0033200000000000035,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,11.25
75,38,37,1.0,0.35,0.35,0.05,-0.05,0.05266,0.05642,0.0009988686039715132,0.00103186029674564,0.004670958222222222,0.00451343651778094,1.0358801459981277,0.03632160070321167,0.0037599999999999995,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,13.125
75,38,37,1.0,0.4,0.4,0.05,-0.05,0.0509,0.0564,0.0009829464888792268,0.0010316883250284458,0.005334101333333333,0.005159524127074444,1.034844782756495,0.03523621723126477,0.005499999999999998,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,15.0
75,38,37,1.0,0.45,0.45,0.05,-0.05,0.04968,0.05752,0.0009717190705136954,0.0010412631713452656,0.005994417777777778,0.005802227310257628,1.0341360354598403,0.034589716914920396,0.00784,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,16.875
75,38,37,1.0,0.5,0.5,0.05,-0.05,0.04776,0.05542,0.0009537188516538822,0.0010232167277756947,0.006670030222222223,0.006459779434171013,1.0335356490205443,0.03429247426919623,0.00766,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,18.75
100,50,50,1.0,0.25,0.25,0.05,-0.05,0.05376,0.0557,0.0010086611165302248,0.0010256462353072818,0.0024995740000000005,0.00242558356,1.0310152183622316,0.029621532997939983,0.0019399999999999973,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,12.5
100,50,50,1.0,0.3,0.3,0.05,-0.05,0.05214,0.05536,0.0009941973687352024,0.0010226951686597527,0.0029991180000000003,0.00291486604,1.0294777337753969,0.028610876929967794,0.0032200000000000006,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,15.0
100,50,50,1.0,0.35,0.35,0.05,-0.05,0.04954,0.0549,0.0009704204078645502,0.0010186853292356772,0.003503316,0.0034085592000000003,1.0283849710309745,0.02781983946634442,0.005359999999999997,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,17.5
100,50,50,1.0,0.4,0.4,0.05,-0.05,0.04746,0.05378,0.0009508685334997682,0.001008838060344672,0.0039988160000000005,0.0038937328,1.0275604022380456,0.02737036546017303,0.006319999999999999,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,20.0
100,50,50,1.0,0.45,0.45,0.05,-0.05,0.04858,0.05536,0.0009614570567633273,0.0010226951686597527,0.004501146,0.0043854029999999995,1.0270155091147055,0.0272770304721953,0.006780000000000001,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,22.5
100,50,50,1.0,0.5,0.5,0.05,-0.05,0.04846,0.05482,0.0009603294059852589,0.0010179859291758408,0.004997751999999999,0.00487300968,1.0262110311134094,0.026525236824481067,0.006359999999999998,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,25.0
125,62,63,1.0,0.25,0.25,0.05,-0.05,0.04878,0.0519,0.0009633328770471814,0.000992032156736867,0.0019986649600000003,0.0019472483545724527,1.026760712737944,0.02506630622411984,0.0031200000000000047,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,15.625
125,62,63,1.0,0.3,0.3,0.05,-0.05,0.0485,0.05388,0.0009607054699542415,0.0010097221954577407,0.0024022950399999994,0.0023443054930056325,1.0251089529605455,0.02384796245505847,0.005379999999999996,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,18.75
125,62,63,1.0,0.35,0.35,0.05,-0.05,0.0497,0.05558,0.000971904419168881,0.0010246059105822102,0.0028012607999999993,0.00273632955936508,1.0241276322025683,0.02339019100662355,0.005879999999999996,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,21.875
125,62,63,1.0,0.4,0.4,0.05,-0.05,0.04808,0.05402,0.0009567477577710857,0.0010109583532470566,0.00320138624,0.0031307403849667177,1.0229562659941045,0.0224930877339587,0.005940000000000001,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,25.0
125,62,63,1.0,0.45,0.45,0.05,-0.05,0.0502,0.05548,0.00097652403964265,0.0010237379508448439,0.003602336,0.003525109785232975,1.0223105892313153,0.022070985314415634,0.00528,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,28.125
125,62,63,1.0,0.5,0.5,0.05,-0.05,0.04784,0.05232,0.0009544771804501143,0.0009958174290501246,0.004002625280000001,0.0039190638051817715,1.021709902093788,0.021452365621266248,0.004479999999999998,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,31.25
150,75,75,1.0,0.25,0.25,0.05,-0.05,0.04794,0.05282,0.0009554240566366331,0.001000300430870646,0.0016671688888888888,0.0016286599111111112,1.0238732411429925,0.021681177551578897,0.0048799999999999955,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,18.75
150,75,75,1.0,0.3,0.3,0.05,-0.05,0.04754,0.05344,0.0009516296380420274,0.0010058247004324362,0.0019978417777777777,0.0019550176948148154,1.0221955660691184,0.020828627686398468,0.0059000000000000025,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,22.5
150,75,75,1.0,0.35,0.35,0.05,-0.05,0.04716,0.05176,0.0009480077468037906,0.0009907663942625427,0.002332424888888889,0.002285247004444444,1.0209245809823646,0.01985210750046628,0.0046,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,26.25
150,75,75,1.0,0.4,0.4,0.05,-0.05,0.04654,0.05142,0.0009420618705796344,0.0009876839939980803,0.002667270222222222,0.002615239774814815,1.0201889245181588,0.019495304604091223,0.004880000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,30.0
150,75,75,1.0,0.45,0.45,0.05,-0.05,0.05088,0.05474,0.000982763711173749,0.0010172859224426532,0.0030005191111111113,0.0029439632829629625,1.0195080294739578,0.018884246534615706,0.0038599999999999954,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,33.75
150,75,75,1.0,0.5,0.5,0.05,-0.05,0.04868,0.05226,0.0009623955278366583,0.0009952777742921822,0.0033325688888888893,0.0032715809659259265,1.0189416340853643,0.018499268352422406,0.00358,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,37.5
175,88,87,1.0,0.25,0.25,0.05,-0.05,0.04944,0.05492,0.0009694914790754996,0.0010188600846043581,0.0014281116734693878,0.0013976885730492825,1.0219711589757128,0.01964586498601796,0.005479999999999999,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,21.875
175,88,87,1.0,0.3,0.3,0.05,-0.05,0.04696,0.05132,0.0009460946929351206,0.0009867751273719863,0.0017144261224489796,0.0016805947401104643,1.0203345300512732,0.01857132862958575,0.004359999999999996,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,26.25
175,88,87,1.0,0.35,0.35,0.05,-0.05,0.04888,0.05382,0.0009642691076665269,0.0010091918311203277,0.0020013753469387756,0.001964359113641695,1.0190714180849776,0.01787815849193022,0.00494,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,30.624999999999996
175,88,87,1.0,0.4,0.4,0.05,-0.05,0.0508,0.0545,0.0009820321786988449,0.0010151822496478158,0.0022843859591836733,0.0022441088503614612,1.0181760103295163,0.01725492374696014,0.003700000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,35.0
175,88,87,1.0,0.45,0.45,0.05,-0.05,0.0505,0.0534,0.000979282900902492,0.001005469442598829,0.002570318367346939,0.0025267551816262556,1.0174751197826273,0.0168435795693489,0.0029,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,39.375
175,88,87,1.0,0.5,0.5,0.05,-0.05,0.0519,0.0551,0.000992032156736867,0.0010204311833729896,0.0028571977142857145,0.002810008343505428,1.0170296583683154,0.016574642994651265,0.0032000000000000015,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,43.75
200,100,100,1.0,0.25,0.25,0.05,-0.05,0.04858,0.0538,0.0009614570567633273,0.0010090149652012105,0.001250284,0.001225309,1.0205382796631755,0.017746396634928455,0.005220000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,25.0
200,100,100,1.0,0.3,0.3,0.05,-0.05,0.0483,0.0525,0.0009588233413929805,0.0009974342083566214,0.0015001495000000003,0.0014727607449999999,1.0187721122639946,0.016905814822273484,0.004199999999999995,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,30.0
200,100,100,1.0,0.35,0.35,0.05,-0.05,0.0477,0.05078,0.0009531496209934724,0.0009818491900490626,0.0017498409999999998,0.00172013291,1.0174517134666452,0.016044206287184556,0.0030799999999999994,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,35.0
200,100,100,1.0,0.4,0.4,0.05,-0.05,0.04982,0.05204,0.0009730155969972938,0.0009932959115993582,0.0020013954999999997,0.0019690168649999997,1.016621425334362,0.015525358846303466,0.0022199999999999998,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,40.0
200,100,100,1.0,0.45,0.45,0.05,-0.05,0.0492,0.05218,0.0009672575665250698,0.000994557666503054,0.0022494545,0.0022145632850000003,1.0159327219401226,0.015121089432295391,0.0029799999999999965,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,45.0
200,100,100,1.0,0.5,0.5,0.05,-0.05,0.0501,0.0532,0.0009756022755201014,0.001003690789038138,0.0025015615000000004,0.002464158795,1.0153567715534013,0.01477816057355389,0.0030999999999999986,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,50.0
250,125,125,1.0,0.25,0.25,0.05,-0.05,0.0489,0.0525,0.0009644562198461888,0.0009974342083566214,0.00100038688,0.00098238818304,1.0184334086821383,0.015435594516547385,0.003599999999999999,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,31.25
250,125,125,1.0,0.3,0.3,0.05,-0.05,0.04892,0.05106,0.0009646432874384188,0.000984407196235379,0.0012000895999999999,0.00118044886528,1.0167623460519637,0.014544314829203651,0.002140000000000003,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,37.5
250,125,125,1.0,0.35,0.35,0.05,-0.05,0.05008,0.05232,0.0009754177935633531,0.0009958174290501246,0.0014003072,0.00137916780032,1.015453036725745,0.013764205610548289,0.002239999999999999,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,43.75
250,125,125,1.0,0.4,0.4,0.05,-0.05,0.05182,0.05444,0.0009913091102173933,0.0010146554725619923,0.0015999948800000002,0.0015772348108799997,1.0145539700528743,0.013294708239210959,0.0026200000000000043,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,50.0
250,125,125,1.0,0.45,0.45,0.05,-0.05,0.04998,0.05312,0.0009744947367738832,0.001002978221099541,0.0018000995200000002,0.0017756657766399995,1.0138857060400261,0.012739969226380772,0.003140000000000004,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,56.25
250,125,125,1.0,0.5,0.5,0.05,-0.05,0.05006,0.05386,0.0009752332685055407,0.0010095454462281527,0.00199964,0.0019737355366399997,1.0132470257139063,0.012242118941407762,0.003799999999999998,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,62.5
300,150,150,1.0,0.25,0.25,0.05,-0.05,0.04976,0.05164,0.0009724602038129889,0.0009896798512650442,0.0008332871111111111,0.0008194165599999999,1.0169984546627826,0.013623218879081741,0.0018799999999999997,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,37.5
300,150,150,1.0,0.3,0.3,0.05,-0.05,0.04982,0.05196,0.0009730155969972938,0.0009925740113462572,0.0010004873333333334,0.0009855666651851851,1.0152430032216684,0.012726840963145709,0.002139999999999996,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,45.0
300,150,150,1.0,0.35,0.35,0.05,-0.05,0.04794,0.05018,0.0009554240566366331,0.0009763397728250141,0.00116747,0.0011514455718518518,1.0140156292688418,0.01205038775166782,0.002239999999999999,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,52.5
300,150,150,1.0,0.4,0.4,0.05,-0.05,0.04962,0.05286,0.0009711627628775724,0.0010006579875262076,0.0013335013333333333,0.0013163976207407407,1.0130929037816703,0.01163548467700961,0.00324,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,60.0
300,150,150,1.0,0.45,0.45,0.05,-0.05,0.04788,0.05094,0.000954856068734969,0.0009833119179588946,0.001500312666666667,0.0014820841851851854,1.0123975463542318,0.011144453530590178,0.0030600000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,67.5
300,150,150,1.0,0.5,0.5,0.05,-0.05,0.04768,0.05038,0.0009529597850906407,0.0009781805109487717,0.0016662944444444448,0.0016469553792592593,1.0118356135208366,0.010772239394629107,0.002700000000000001,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,75.0
400,200,200,1.0,0.25,0.25,0.05,-0.05,0.04686,0.0488,0.0009451363965058164,0.0009635202125539454,0.0006254257499999999,0.0006160771825,1.0152231737801054,0.011316367636235171,0.0019400000000000042,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,50.0
400,200,200,1.0,0.3,0.3,0.05,-0.05,0.04876,0.05188,0.0009631454967968235,0.0009918514566203953,0.0007498695,0.0007399330375,1.0134913227756932,0.010528151143319892,0.0031200000000000047,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,60.0
400,200,200,1.0,0.35,0.35,0.05,-0.05,0.04944,0.052,0.0009694914790754996,0.000992935043192655,0.0008749163749999999,0.000864304669375,1.0123423263996363,0.010085411995415806,0.0025599999999999998,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,70.0
400,200,200,1.0,0.4,0.4,0.05,-0.05,0.04538,0.04798,0.0009308131455883076,0.0009558024858724735,0.0009998761250000002,0.000988667373125,1.0114030101595755,0.009569093423184438,0.002600000000000005,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,80.0
400,200,200,1.0,0.45,0.45,0.05,-0.05,0.05124,0.0534,0.000986047284870254,0.001005469442598829,0.001124541875,0.001112666871875,1.0107368320234245,0.009219613782085027,0.002160000000000002,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,90.0
400,200,200,1.0,0.5,0.5,0.05,-0.05,0.04906,0.05062,0.0009659515143111481,0.0009803837575153925,0.00124929125,0.00123680394625,1.0101627394834665,0.008898490377877367,0.0015599999999999989,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,100.0
500,250,250,1.0,0.25,0.25,0.05,-0.05,0.04858,0.0511,0.0009614570567633273,0.0009847719532968026,0.00050033456,0.0004933384768,1.0142163144680332,0.009926757620594872,0.0025200000000000014,50000,4,Expected_Disc_Count,ab_0.01_disc_0.25,0.01,0.0,62.5
500,250,250,1.0,0.3,0.3,0.05,-0.05,0.04726,0.05004,0.0009489625113775571,0.0009750487003221942,0.0006003619999999999,0.00059301221152,1.012438091833038,0.009206985076451542,0.0027799999999999978,50000,4,Expected_Disc_Count,ab_0.01_disc_0.3,0.01,0.0,75.0
500,250,250,1.0,0.35,0.35,0.05,-0.05,0.04884,0.05102,0.0009638947494410373,0.0009840422714497584,0.00070025312,0.00069241508864,1.0113645579898531,0.008698426080777947,0.0021800000000000014,50000,4,Expected_Disc_Count,ab_0.01_disc_0.35,0.01,0.0,87.5
500,250,250,1.0,0.4,0.4,0.05,-0.05,0.04954,0.051,0.0009704204078645502,0.0009838597461020548,0.00080022344,0.0007920264425600002,1.0103966787987648,0.00832605892222904,0.001459999999999996,50000,4,Expected_Disc_Count,ab_0.01_disc_0.4,0.01,0.0,100.0
500,250,250,1.0,0.45,0.45,0.05,-0.05,0.04864,0.05048,0.0009620202742146341,0.0009790992758653232,0.0008999224800000002,0.0008913792233600002,1.0096309926250202,0.007861535215207415,0.0018399999999999944,50000,4,Expected_Disc_Count,ab_0.01_disc_0.45,0.01,0.0,112.5
500,250,250,1.0,0.5,0.5,0.05,-0.05,0.04776,0.04958,0.0009537188516538822,0.0009707916728114225,0.00100012128,0.0009911138873599998,1.009134749998692,0.0076383528312143605,0.0018200000000000022,50000,4,Expected_Disc_Count,ab_0.01_disc_0.5,0.01,0.0,125.0
30,15,15,1.0,0.25,0.25,0.1,-0.1,0.03958,0.0669,0.0008719337543644012,0.001117357507693934,0.008329576876228073,0.00746032677472223,1.121535964041929,0.11383468308067883,0.027320000000000004,50000,4,Expected_Disc_Count,ab_0.04_disc_0.25,0.04,0.0,3.75
30,15,15,1.0,0.3,0.3,0.1,-0.1,0.03884,0.06842,0.0008640770150860396,0.0011290589320314506,0.010008022382669873,0.00903019541872319,1.1149142316372025,0.11222145643179052,0.029579999999999995,50000,4,Expected_Disc_Count,ab_0.04_disc_0.3,0.04,0.0,4.5
30,15,15,1.0,0.35,0.35,0.1,-0.1,0.03928,0.06848,0.000868758673050232,0.0011295175040697688,0.011671399999999998,0.01057738666666667,1.1110523713781983,0.11267778452739254,0.029199999999999997,50000,4,Expected_Disc_Count,ab_0.04_disc_0.35,0.04,0.0,5.25
30,15,15,1.0,0.4,0.4,0.1,-0.1,0.04106,0.0691,0.0008874015596109802,0.0011342415086744093,0.01333231111111111,0.012121211851851851,1.1078813616049785,0.11297908765246062,0.028039999999999995,50000,4,Expected_Disc_Count,ab_0.04_disc_0.4,0.04,0.0,6.0
30,15,15,1.0,0.45,0.45,0.1,-0.1,0.04214,0.06686,0.0008984900711749685,0.001117047361574253,0.015016444444444442,0.013707508148148147,1.1037821339243334,0.11099016617951822,0.024720000000000006,50000,4,Expected_Disc_Count,ab_0.04_disc_0.45,0.04,0.0,6.75
30,15,15,1.0,0.5,0.5,0.1,-0.1,0.04614,0.06924,0.0009382014751640503,0.0011353045617806703,0.016656244444444444,0.015241881481481482,1.1011587782001426,0.11040033431228446,0.023099999999999996,50000,4,Expected_Disc_Count,ab_0.04_disc_0.5,0.04,0.0,7.5
40,20,20,1.0,0.25,0.25,0.1,-0.1,0.03982,0.06892,0.0008744640369963765,0.0011328727519011126,0.00625095,0.0057023,1.0990697295344551,0.08888083931193869,0.029099999999999994,50000,4,Expected_Disc_Count,ab_0.04_disc_0.25,0.04,0.0,5.0
40,20,20,1.0,0.3,0.3,0.1,-0.1,0.04058,0.06674,0.0008824201221640404,0.0011161162340903388,0.007500687500000001,0.006887746874999999,1.0931458264840563,0.08840655707318705,0.026159999999999996,50000,4,Expected_Disc_Count,ab_0.04_disc_0.3,0.04,0.0,6.0
40,20,20,1.0,0.35,0.35,0.1,-0.1,0.04412,0.06552,0.0009184054181024848,0.0011065905258947411,0.008759825000000002,0.0080875,1.0877183341928598,0.08630526612711668,0.021399999999999995,50000,4,Expected_Disc_Count,ab_0.04_disc_0.35,0.04,0.0,7.0
40,20,20,1.0,0.4,0.4,0.1,-0.1,0.04482,0.06364,0.0009253233769877426,0.0010916954740219453,0.010005025,0.009269365,1.0841168055642458,0.084910048317741,0.018820000000000003,50000,4,Expected_Disc_Count,ab_0.04_disc_0.4,0.04,0.0,8.0
40,20,20,1.0,0.45,0.45,0.1,-0.1,0.04982,0.06626,0.0009730155969972938,0.0011123813410876685,0.011255425,0.010453216249999998,1.0815116952434995,0.08283608230009655,0.016439999999999996,50000,4,Expected_Disc_Count,ab_0.04_disc_0.45,0.04,0.0,9.0
40,20,20,1.0,0.5,0.5,0.1,-0.1,0.0493,0.0636,0.0009681891344153785,0.0010913756456875881,0.012491612499999999,0.011634381875000002,1.078381149393633,0.08085991317752644,0.014300000000000007,50000,4,Expected_Disc_Count,ab_0.04_disc_0.5,0.04,0.0,10.0
