N,N_pos,N_neg,ratio,disc_pos,disc_neg,a,b,ab_squared,delta_BA_true,reject_rate,reject_se,z_mean,z_std,var_BA_mean,delta_BA_mean,delta_BA_std,n_sim,part,part_name,type,effect_type,expected_disc_count,N_minority
75,38,37,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.05748,0.0010409231441369723,0.000866330002872431,1.029899587739344,0.005835858647272698,8.124466571835003e-05,0.07759226931306934,50000,2,Expected_Disc_Count,Type1,disc_0.45,16.875,
75,38,37,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.05584,0.0010268582609104335,-0.0038258582704338425,1.0257804833097117,0.006493621968765642,-0.00034067567567567565,0.08150298805839706,50000,2,Expected_Disc_Count,Type1,disc_0.5,18.75,
100,50,50,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.05408,0.001011487554050963,-0.00033980840929655995,1.0227522536944613,0.0024508589200000004,-8.600000000000074e-06,0.05013463798652584,50000,2,Expected_Disc_Count,Type1,disc_0.25,12.5,
100,50,50,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.0533,0.0010045806090105463,-0.004444024947484234,1.0172794767532098,0.00294022984,-0.00022280000000000008,0.05459943552968291,50000,2,Expected_Disc_Count,Type1,disc_0.3,15.0,
100,50,50,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05144,0.0009878656426862917,-0.003844533406008083,1.0097736879037758,0.00343227636,-0.00020419999999999987,0.058585188421306625,50000,2,Expected_Disc_Count,Type1,disc_0.35,17.5,
100,50,50,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05342,0.001005647091180599,-0.0036836118974213285,1.021585339661803,0.00391714312,-0.00023080000000000008,0.06328581777428495,50000,2,Expected_Disc_Count,Type1,disc_0.4,20.0,
100,50,50,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.0552,0.0010213026975387856,-0.003119310361612479,1.0198491868153055,0.00441271816,-0.00022359999999999993,0.06699917912213553,50000,2,Expected_Disc_Count,Type1,disc_0.45,22.5,
100,50,50,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.05556,0.0010244323930840922,0.0002899796776430804,1.021338546991269,0.00489891004,2.0999999999999877e-05,0.07072652655828647,50000,2,Expected_Disc_Count,Type1,disc_0.5,25.0,
125,62,63,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.05332,0.0010047584545551235,0.0017111490924487972,1.016540441072879,0.0019679177820128542,0.0001101126472094213,0.04472232102404404,50000,2,Expected_Disc_Count,Type1,disc_0.25,15.625,
125,62,63,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05354,0.001006712157471042,-0.010119952294114118,1.0130914461404459,0.0023613168604960854,-0.0004869278033794162,0.04880947193763335,50000,2,Expected_Disc_Count,Type1,disc_0.3,18.75,
125,62,63,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.0555,0.0010239116172795384,0.00010698765263149263,1.0158555914581044,0.002751634720501924,2.4782386072709305e-06,0.05284951080584466,50000,2,Expected_Disc_Count,Type1,disc_0.35,21.875,
125,62,63,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05472,0.0010171108258198807,0.006376546303127412,1.0185742816923786,0.0031525333927283263,0.0003665821812596007,0.056729076148201586,50000,2,Expected_Disc_Count,Type1,disc_0.4,25.0,
125,62,63,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.05488,0.0010185105360279783,0.0008240801318051141,1.0176860158031047,0.0035451075621150186,2.4897593445980503e-05,0.06002741735393319,50000,2,Expected_Disc_Count,Type1,disc_0.45,28.125,
125,62,63,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.05558,0.0010246059105822102,-0.0006781190476214604,1.0210512692615081,0.003935966355860595,-6.166410650281607e-05,0.0635238560534221,50000,2,Expected_Disc_Count,Type1,disc_0.5,31.25,
150,75,75,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.05486,0.0010183357049617773,-0.0022722182575590764,1.016405321559626,0.001645366897777778,-0.00010960000000000001,0.04094610535076024,50000,2,Expected_Disc_Count,Type1,disc_0.25,18.75,
150,75,75,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05314,0.0010031564224985054,0.0017416821653458352,1.0096050317456724,0.001975091982222222,8.346666666666667e-05,0.04457076433398417,50000,2,Expected_Disc_Count,Type1,disc_0.3,22.5,
150,75,75,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05472,0.0010171108258198807,-0.0013138402261941658,1.0138945918558164,0.002304047194074074,-6.213333333333333e-05,0.04832986338698305,50000,2,Expected_Disc_Count,Type1,disc_0.35,26.25,
150,75,75,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05222,0.0009949178016298633,-0.008992771510118699,1.0086649552482596,0.002631107745185185,-0.0004492000000000001,0.051388645497100496,50000,2,Expected_Disc_Count,Type1,disc_0.4,30.0,
150,75,75,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.05316,0.0010033345842738602,0.003373410939019544,1.0106522505502902,0.0029587384414814814,0.0001694666666666667,0.0546186511992622,50000,2,Expected_Disc_Count,Type1,disc_0.45,33.75,
150,75,75,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.05588,0.0010272042211751274,-0.009247249866725503,1.0140520967993802,0.0032923818429629625,-0.0005241333333333334,0.05779796186164353,50000,2,Expected_Disc_Count,Type1,disc_0.5,37.5,
175,88,87,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.05556,0.0010244323930840922,-0.0017943668945473148,1.017600277468832,0.001412490079997795,-8.023641588296763e-05,0.038021763109714356,50000,2,Expected_Disc_Count,Type1,disc_0.25,21.875,
175,88,87,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05332,0.0010047584545551235,0.007341333491244932,1.0125570658621672,0.001694772133214757,0.00029219174503657266,0.04145590565161491,50000,2,Expected_Disc_Count,Type1,disc_0.3,26.25,
175,88,87,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05344,0.0010058247004324362,0.0013378437564510557,1.0075518294535433,0.001979448122465138,5.1814263322883994e-05,0.04457373843575067,50000,2,Expected_Disc_Count,Type1,disc_0.35,30.624999999999996,
175,88,87,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05468,0.0010167605185096439,0.001902427611675111,1.0166844606067564,0.002258833435196428,8.915360501567392e-05,0.04802714090728084,50000,2,Expected_Disc_Count,Type1,disc_0.4,35.0,
175,88,87,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.0522,0.0009947377543855467,-0.00013869057791556237,1.007286750292139,0.002542001753728054,-1.2370689655172463e-05,0.05050313454642738,50000,2,Expected_Disc_Count,Type1,disc_0.45,39.375,
175,88,87,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.0549,0.0010186853292356772,-0.007709903243177948,1.0173537081743664,0.0028244343178351877,-0.0003971551724137931,0.053752531434742554,50000,2,Expected_Disc_Count,Type1,disc_0.5,43.75,
200,100,100,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.0526,0.0009983310072315694,0.000783913358746089,1.0095377474841376,0.00123740731,3.420000000000004e-05,0.03532510198654776,50000,2,Expected_Disc_Count,Type1,disc_0.25,25.0,
200,100,100,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05296,0.0010015511809188784,0.004793690828814901,1.0103558231828629,0.00148362113,0.0001662,0.038707601030805304,50000,2,Expected_Disc_Count,Type1,disc_0.3,30.0,
200,100,100,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05314,0.0010031564224985054,-0.0014122581060251724,1.0081436472230696,0.00173306143,-5.76e-05,0.041760563720333085,50000,2,Expected_Disc_Count,Type1,disc_0.35,35.0,
200,100,100,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05282,0.001000300430870646,0.001667868704305115,1.0099881118125091,0.0019799324050000003,7.850000000000008e-05,0.04472428129942392,50000,2,Expected_Disc_Count,Type1,disc_0.4,40.0,
200,100,100,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.05328,0.001004402724010643,0.0022708321606712194,1.0113738795668725,0.002228392385,9.709999999999997e-05,0.047504526853658906,50000,2,Expected_Disc_Count,Type1,disc_0.45,45.0,
200,100,100,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.05324,0.0010040468355609713,0.0011564003562863053,1.0098951168887846,0.00247459726,6.819999999999999e-05,0.0499744669682429,50000,2,Expected_Disc_Count,Type1,disc_0.5,50.0,
250,125,125,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.051,0.0009838597461020548,0.008543697863122706,1.0051762402569948,0.0009927322470399999,0.00026608000000000003,0.031565098470202814,50000,2,Expected_Disc_Count,Type1,disc_0.25,31.25,
250,125,125,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05078,0.0009818491900490626,0.0036073621230293686,1.0060023096192308,0.00119051065344,0.00010432,0.034578800403391674,50000,2,Expected_Disc_Count,Type1,disc_0.3,37.5,
250,125,125,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05274,0.0009995848378201821,-0.004431718474653845,1.011597708010415,0.00138885405184,-0.000158,0.037570341441088874,50000,2,Expected_Disc_Count,Type1,disc_0.35,43.75,
250,125,125,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05246,0.0009970752067923463,-0.009359521769022902,1.0039093719303145,0.0015880822579199998,-0.00036992000000000004,0.03984771962350669,50000,2,Expected_Disc_Count,Type1,disc_0.4,50.0,
250,125,125,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.0542,0.0010125449125841283,0.005280623067002825,1.0127407802981228,0.0017850593023999999,0.0002344,0.04262188096083982,50000,2,Expected_Disc_Count,Type1,disc_0.45,56.25,
250,125,125,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.05162,0.000989498616471999,-0.0008699504520729434,1.0083956193339487,0.00198492427264,-4.823999999999998e-05,0.04474076701289775,50000,2,Expected_Disc_Count,Type1,disc_0.5,62.5,
300,150,150,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.04912,0.0009665115167446272,0.0020829674645641855,1.0023828793162524,0.0008282056948148147,5.666666666666667e-05,0.028750866846835147,50000,2,Expected_Disc_Count,Type1,disc_0.25,37.5,
300,150,150,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05222,0.0009949178016298633,-0.005441713727952845,1.009450911196288,0.0009928683362962962,-0.0001752666666666667,0.03171250985960518,50000,2,Expected_Disc_Count,Type1,disc_0.3,45.0,
300,150,150,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05298,0.0010017297000688358,-0.00011739470444408909,1.0105774941293586,0.0011591711422222224,-1.2200000000000002e-05,0.0342751167603814,50000,2,Expected_Disc_Count,Type1,disc_0.35,52.5,
300,150,150,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05278,0.0009999427143591777,0.004823480437541599,1.0116220530098285,0.0013240053718518519,0.00018293333333333333,0.03667604549530024,50000,2,Expected_Disc_Count,Type1,disc_0.4,60.0,
300,150,150,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.05188,0.0009918514566203953,0.001114838000112068,1.0061732028766261,0.0014897003318518518,4.119999999999997e-05,0.03869624260117368,50000,2,Expected_Disc_Count,Type1,disc_0.45,67.5,
300,150,150,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.05126,0.0009862293080212126,-0.005505849222422149,1.006384114525198,0.0016557659437037035,-0.00022079999999999997,0.04081767213439678,50000,2,Expected_Disc_Count,Type1,disc_0.5,75.0,
400,200,200,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.05108,0.0009845895957199628,0.0006729347139596204,1.0066997115696714,0.00062164960875,2.9100000000000003e-05,0.025036681153659323,50000,2,Expected_Disc_Count,Type1,disc_0.25,50.0,
400,200,200,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05102,0.0009840422714497584,0.0039563247364671475,1.0035245140279412,0.00074623741,9.510000000000002e-05,0.027339064650971513,50000,2,Expected_Disc_Count,Type1,disc_0.3,60.0,
400,200,200,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05036,0.000977996629851044,-0.002309398575096392,1.0021477150327995,0.0008710677712500001,-7.019999999999999e-05,0.029494606658845277,50000,2,Expected_Disc_Count,Type1,disc_0.35,70.0,
400,200,200,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05064,0.0009805670849054643,0.0028520961647178467,1.0055653275479315,0.00099506563875,9.63e-05,0.03164347841672909,50000,2,Expected_Disc_Count,Type1,disc_0.4,80.0,
400,200,200,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.05124,0.000986047284870254,0.0012151437723598878,1.0024813152954208,0.001119349793125,4.235000000000001e-05,0.033460227606480805,50000,2,Expected_Disc_Count,Type1,disc_0.45,90.0,
400,200,200,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.0514,0.0009875023037947811,0.001987602044800873,1.0069197665901863,0.0012438563706249999,7.064999999999998e-05,0.035423853313516024,50000,2,Expected_Disc_Count,Type1,disc_0.5,100.0,
500,250,250,1.0,0.25,0.25,0.0,-0.0,0.0,0.0,0.05176,0.0009907663942625427,-0.0053332121835826295,1.0076819080700985,0.00049761867968,-0.0001172,0.022423927045903444,50000,2,Expected_Disc_Count,Type1,disc_0.25,62.5,
500,250,250,1.0,0.3,0.3,0.0,-0.0,0.0,0.0,0.05298,0.0010017297000688358,0.0029420322347913333,1.009010526477505,0.00059789141984,6.939999999999999e-05,0.024626578805022836,50000,2,Expected_Disc_Count,Type1,disc_0.3,75.0,
500,250,250,1.0,0.35,0.35,0.0,-0.0,0.0,0.0,0.05178,0.0009909473406796146,0.009507708040802235,1.0062281574111522,0.0006973489024,0.00024680000000000004,0.026529015996828827,50000,2,Expected_Disc_Count,Type1,disc_0.35,87.5,
500,250,250,1.0,0.4,0.4,0.0,-0.0,0.0,0.0,0.05076,0.0009816661591396537,-0.004015580428584501,1.0002621799368805,0.00079680199424,-0.00011143999999999999,0.028184047635611175,50000,2,Expected_Disc_Count,Type1,disc_0.4,100.0,
500,250,250,1.0,0.45,0.45,0.0,-0.0,0.0,0.0,0.04972,0.000972089724253888,0.00019565389115710886,0.9989123514362023,0.0008963491232,1.1200000000000054e-06,0.029850788913286696,50000,2,Expected_Disc_Count,Type1,disc_0.45,112.5,
500,250,250,1.0,0.5,0.5,0.0,-0.0,0.0,0.0,0.0509,0.0009829464888792268,0.0016485304755141678,1.0086560383936802,0.00099587082784,5.652e-05,0.03176806077634579,50000,2,Expected_Disc_Count,Type1,disc_0.5,125.0,
50,25,25,1.0,0.5,0.5,0.05,0.05,0.0,0.05,0.09392,0.001304599812969479,0.5154365509965003,1.0502822959018807,0.00954215104,0.049344400000000004,0.09992406211038461,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.05,,
